=== Sheet: bcbm-resources-analyzed-2026-03 ===
Type,URL,Discovered From,Has Captcha,Link Strategy,Link Format,Has URL Field
blog_comment,https://www.wonderfulmalaysia.com/tips/sport-activities-on-a-vacation-in-malaysia.htm,ahrefs:basketballrandom.com,No,both,html,Yes
blog_comment,https://www.betterreading.com.au/news/awards/breaking-news-announcing-the-2023-better-reading-top-100/,ahrefs:crazy-cattle-3d.com,No,url_field,html,Yes
profile,https://forum.padowan.dk/profile.php?id=33438,ahrefs:crazy-cattle-3d.com,No,url_field,unknown,No
blog_comment,https://www.bakerella.com/16-sweet-easter-treats/,ahrefs:crazy-cattle-3d.com,No,url_field,unknown,Yes
blog_comment,https://www.ginjfo.com/actualites/logiciels/jeux-video-logiciels/les-sims-4-fetent-leur-25e-anniversaire-avec-du-nouveau-contenu-massif-20250227,ahrefs:crazy-cattle-3d.com,No,url_field,unknown,Yes
profile,https://community.ops.io/albacube_d9724d5112893f8a,ahrefs:crazy-cattle-3d.com,No,url_field,unknown,No
blog_comment,https://premierchess.com/chess-growth/maythebestplayerwin,ahrefs:crazy-cattle-3d.com,No,url_field,unknown,Yes
blog_comment,https://www.reneeroaming.com/new-england-fall-road-trip,ahrefs:crazy-cattle-3d.com,No,url_field,unknown,Yes
blog_comment,https://www.dinnerwithjulie.com/recipes/butterscotch-pecan-mmmuffins/,ahrefs:crazy-cattle-3d.com,No,url_field,html,Yes
blog_comment,https://www.rcinet.ca/rci70-en/2015/02/24/test1/,ahrefs:crazy-cattle-3d.com,No,url_field,bbcode,Yes
profile,https://radioink.com/2025/04/14/donald-trump-jr-lara-trump-take-stakes-in-salem-media-group/,ahrefs:crazy-cattle-3d.com,No,url_field,unknown,No
blog_comment,https://blog.pianetamamma.it/amoredimamma/polpette-di-prosciutto-cotto-e-ricotta-al-forno/,ahrefs:crazy-cattle-3d.com,No,url_field,html,Yes
blog_comment,https://www.onesweetmess.com/2017/06/08/cherry-negroni,ahrefs:crazy-cattle-3d.com,No,url_field,html,Yes
blog_comment,https://www.yourcupofcake.com/banana-bread-coffee-cake/,ahrefs:leveldevilgame.com,No,url_field,html,Yes
blog_comment,https://lovestrategies.com/are-you-a-walking-red-flag-7-habits-that-might-be-sabotaging-your-love-life/,ahrefs:blue-prince.net,No,both,html,Yes
blog_comment,https://www.reneeroaming.com/kimberley-australia-luxury-expedition-cruise-seabourn,ahrefs:blue-prince.net,No,url_field,unknown,Yes
blog_comment,https://www.dinnerwithjulie.com/2021/11/03/plant-based-deep-n-delicious-chocolate-cake/,ahrefs:blue-prince.net,No,url_field,html,Yes
blog_comment,https://www.craftberrybush.com/2025/01/heart-shaped-flower-arrangement-for-valentines-day.html,ahrefs:blue-prince.net,No,url_field,html,Yes
blog_comment,https://www.repeatcrafterme.com/2025/02/crochet-furry-friends-book.html,ahrefs:blue-prince.net,No,url_field,html,Yes
blog_comment,https://www.arlindovsky.net/2024/05/e-depois-de-abril-paulo-prudencio,ahrefs:blue-prince.net,No,url_field,unknown,Yes
blog_comment,https://tonypolecastro.com/guitar-notes-for-beginners/comment-page-12/,ahrefs:blue-prince.net,Yes,url_field,unknown,Yes
profile,https://www.peoplespunditdaily.com/news/us/2020/03/27/trump-pulls-trigger-on-defense-production-act-to-require-gm-to-make-ventilators/,ahrefs:geometrydash-subzero.io,No,url_field,unknown,No
blog_comment,https://www.fitlivingeats.com/a-festive-holiday-sangria-recipe-tips-for-a-healthier-cocktail/,ahrefs:cheesechompers3d.net,No,url_field,html,Yes
profile,https://wiki.alumni.net/wiki/User:MincEdlate33363909,ahrefs:geometrydash-subzero.io,No,url_field,unknown,No
blog_comment,https://www.paleorunningmomma.com/garlic-tuscan-shrimp-paleo-whole30,ahrefs:cheesechompers3d.cc,No,url_field,html,Yes
blog_comment,https://www.fitlivingeats.com/7-easy-everyday-gluten-free-swaps/,ahrefs:cheesechompers3d.cc,No,url_field,html,Yes
profile,https://freesound.org/people/florianreichelt/sounds/440601/,ahrefs:cheesechompers3d.cc,No,url_field,unknown,No
profile,https://multichain.com/qa/user/parrotcatsup3,ahrefs:cheesechompers3d.cc,No,url_field,unknown,No
blog_comment,https://cinescopia.com/las-10-mejores-peliculas-de-casey-affleck/2024/08/,ahrefs:cheesechompers3d.cc,No,url_field,html,Yes
profile,https://forums.maxperformanceinc.com/forums/member.php?u=202517,ahrefs:cheesechompers3d.cc,No,url_field,unknown,No
profile,https://www.majalahsains.com/careers/employer/lawrence/,ahrefs:cheesechompers3d.cc,No,url_field,unknown,No
blog_comment,https://www.yourcupofcake.com/candy-cane-muddy-buddies/,ahrefs:geometrydash-subzero.io,No,url_field,html,Yes
profile,https://labsk.net/index.php?action=profile%3Bu%3D50620,ahrefs:geometrydash-subzero.io,No,url_field,unknown,No
profile,https://forum.epicbrowser.com/profile.php?id=78821,ahrefs:loklokhd.app,No,url_field,unknown,No
profile,http://blog.setlist.fm/2009/03/setlistfm-hits-blogosphere.html,ahrefs:loklokhd.app,No,url_field,unknown,No
blog_comment,https://notsowimpyteacher.com/2024/01/5-reasons-why-teaching-grammar-is-still-important.html,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://www.bakerella.com/yummy-mummy-snack-cakes/,ahrefs:loklokhd.app,No,url_field,unknown,Yes
blog_comment,https://www.reneeroaming.com/mexico-city-itinerary-the-best-things-to-do-in-4-days,ahrefs:loklokhd.app,No,url_field,unknown,Yes
blog_comment,https://joaniesimon.com/94f737822923f4567e1a7ce9681e5b9a-2/,ahrefs:loklokhd.app,No,url_field,unknown,Yes
blog_comment,https://www.yourcupofcake.com/pineapple-mango-bruschetta/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://www.fitlivingeats.com/how-to-make-homemade-oat-milk/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole/,ahrefs:loklokhd.app,No,url_field,unknown,Yes
blog_comment,https://www.demilked.com/just-a-girl/,ahrefs:loklokhd.app,No,both,html,Yes
blog_comment,https://www.pinkcaddytravelogue.com/7-day-iceland-itinerary/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://www.certifiedpastryaficionado.com/nutella-cream-pie/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://brownbagteacher.com/what-im-reading/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://jilliancyork.com/2010/02/20/on-memorability/,ahrefs:loklokhd.app,No,url_field,unknown,Yes
blog_comment,https://stylelovely.com/diybalamoda/2016/01/diy-recicla-un-jersey,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://www.dinnerwithjulie.com/2019/12/23/kaiserschmarrn-torn-shredded-pancake/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://thenerdswife.com/happy-sisters-day-with-frozen-and-disney.html,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://blogs.ubc.ca/etec540socialmedia2013/sample-page/introduction-to-google/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://blogs.uww.edu/artofmakai/2021/04/13/how-to-draw-the-importance-of-schedules/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://jonnegroni.com/2017/11/20/cinemaholics-review-justice-league-punisher/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://blankitinerary.com/santana-fall.html,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://www.repeatcrafterme.com/2013/02/barn-card-for-sprout-tv.html,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,http://godchild.keenspot.com/comic/evolution-of-maggie/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://blogs.zeiss.com/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter/,ahrefs:loklokhd.app,No,url_field,html,Yes
blog_comment,https://sites.williams.edu/srd4/why-we-sing/,ahrefs:wackyflip.net,No,url_field,html,Yes
blog_comment,https://global21.oceansconference.org/2019/04/01/join-5000-ocean-technology-experts-at-ocean-business/,ahrefs:wackyflip.net,No,url_field,html,Yes
blog_comment,http://www.kt.rim.or.jp/~youie/cgi-bin/nanmeri/nanmeri.cgi?mode=comment&no=239,ahrefs:wackyflip.net,No,url_field,unknown,Yes
blog_comment,https://blogs.urz.uni-halle.de/startklar/quellen-und-verweise/comment-page-3/,ahrefs:wackyflip.net,No,url_field,html,Yes
blog_comment,https://happyhourprojects.com/snake-bracelet/,ahrefs:www.sprunkipyramixed.org,No,url_field,html,Yes
blog_comment,https://chayagrossberg.com/how-do-you-know-if-youre-receiving-informed-consent/,ahrefs:crazy-cattle-3d.com,No,url_field,html,Yes
blog_comment,https://cartoonresearch.com/index.php/forgotten-anime-57-kirara-2000,ahrefs:scrandle.net,No,url_field,unknown,Yes
blog_comment,http://www.superstore.co.jp/wp-includes/fonts/diary.cgi?mode=comment&no=116,ahrefs:99nightsintheforestscript.org,No,url_field,unknown,Yes
blog_comment,https://www.mae.gov.bi/en/an-audience-with-the-iom-head-of-the-mission-in-burundi/,ahrefs:99nightsintheforestscript.org,No,url_field,html,Yes
blog_comment,https://threewood.jp/hpgen/HPB/entries/25.html,ahrefs:99nightsintheforestscript.org,No,url_field,unknown,Yes
blog_comment,https://www.fitlivingeats.com/qa-founders-motion-matcha-one-go-energy-boosters/,ahrefs:99nightsintheforestscript.org,No,url_field,html,Yes
blog_comment,http://www.kcn.ne.jp/~gorosan/cgi-bin/diarypro/diary.cgi?mode=comment&no=97,ahrefs:99nightsintheforestscript.org,No,url_field,unknown,Yes
blog_comment,https://blog.myesr.org/espanol/los-casos-de-dr-pepe-caso-de-torax-14/,ahrefs:99nightsintheforestscript.org,No,url_field,html,Yes
blog_comment,https://ride.guru/content/newsroom/finding-your-fare-with-rideguru-a-how-to-guide,ahrefs:ageofwargame.io,No,url_field,html,Yes
profile,https://forum.gekko.wizb.it/user-14910.html,ahrefs:ageofwargame.io,No,url_field,unknown,No
blog_comment,https://cantstayoutofthekitchen.com/2022/01/06/blueberry-walnut-overnight-oatmeal/,ahrefs:ageofwargame.io,No,url_field,unknown,Yes
profile,https://www.blafusel.de/phpbb/memberlist.php?mode=viewprofile&u=8625,ahrefs:ageofwargame.io,No,url_field,unknown,No
profile,https://www.makeupsavvy.co.uk/2019/12/best-budget-concealers-for-pale-skin-2019.html,ahrefs:ageofwargame.io,No,url_field,unknown,No
profile,https://calaos.fr/forum/member.php?action=profile&uid=7732,ahrefs:ageofwargame.io,No,url_field,unknown,No
blog_comment,https://www.pv-magazine.com/2022/01/15/the-weekend-read/,ahrefs:ageofwargame.io,No,url_field,unknown,Yes
blog_comment,https://blogs.deusto.es/innovandis/exprime-las-naranjas/,ahrefs:ageofwargame.io,No,url_field,html,Yes
blog_comment,https://www.papertraildesign.com/football-water-bottle-labels-free-printable/,ahrefs:ageofwargame.io,No,url_field,unknown,Yes
blog_comment,https://www.runningwithspoons.com/flourless-carrot-cake-muffins/,ahrefs:ageofwargame.io,Yes,url_field,html,Yes
blog_comment,https://www.speechandlanguagekids.com/week-7-summer-speech-challenge/,ahrefs:ageofwargame.io,No,url_field,unknown,Yes
blog_comment,https://advicefromatwentysomething.com/3-simple-ways-to-reconnect-with-your-creativity/,ahrefs:ageofwargame.io,No,url_field,html,Yes
blog_comment,http://blogs.evergreen.edu/morisa24/box-2-2/,ahrefs:ageofwargame.io,No,url_field,html,Yes
blog_comment,https://fashionablefoods.com/2014/10/20/roasted-butternut-squash-and-apple-soup/,ahrefs:ageofwargame.io,No,url_field,html,Yes
blog_comment,https://www.everythingetsy.com/2013/02/10-social-media-tips-to-make-you-a-rock-star/,ahrefs:ageofwargame.io,No,url_field,html,Yes
blog_comment,https://www.lilistravelplans.com/best-time-to-visit-tanzania/,ahrefs:ageofwargame.io,No,url_field,html,Yes
blog_comment,https://blog.organicfood.vn/thoi-gian-ngam-cac-loai-hat-la-bao-lau-tai-sao-phai-ngam-hat/,ahrefs:99nightsintheforestscript.org,No,url_field,html,Yes
blog_comment,https://poppyandgrace.com/2017/09/raleys-lilo-and-stitch-birthday-luau/,ahrefs:99nightsintheforestscript.org,No,url_field,html,Yes
blog_comment,https://digitalwellbeing.org/five-reasons-why-chatgpt-is-the-future-of-digital-mental-health-support/,ahrefs:retrogamesonline.io,No,url_field,unknown,Yes
blog_comment,https://syncedreview.com/2022/06/29/nvidias-global-context-vit-achieves-sota-performance-on-cv-tasks-without-expensive-computation/,ahrefs:retrogamesonline.io,No,url_field,unknown,Yes
profile,https://blog.tallmenshoes.com/2018/10/5-ways-to-elevate-your-fashion.html,ahrefs:retrogamesonline.io,No,url_field,unknown,No
profile,https://www.michaelgeist.ca/2023/05/this-must-stop-government-and-liberal-party-go-all-in-on-speech-regulation-with-political-truth-oversight-bodies-mandated-press-source-tracing-and-disclosure-of-critics-communications/,ahrefs:retrogamesonline.io,No,url_field,unknown,No
blog_comment,https://www.madrimasd.org/blogs/astrofisica/2022/05/20/134942,ahrefs:retrogamesonline.io,No,both,html,Yes
blog_comment,https://www.yourcupofcake.com/easy-to-make-snowman-cupcakes/,ahrefs:retrogamesonline.io,No,url_field,html,Yes
blog_comment,https://scandasia.com/binh-duong-province-of-vietnam-attracts-more-than-4000-foreign-direct-investment-projects/,ahrefs:retrogamesonline.io,No,url_field,unknown,Yes
blog_comment,https://www.rcinet.ca/bhm-en/2021/02/02/a-variety-of-activities-unveiled-for-black-history-month/,ahrefs:retrogamesonline.io,No,url_field,html,Yes
profile,https://www.predictiveanalyticsworld.com/machinelearningtimes/dont-let-yourself-be-fooled-by-data-drift/13125/,ahrefs:retrogamesonline.io,No,url_field,unknown,No
blog_comment,https://www.wonderfulmalaysia.com/food/best-wet-markets-kuala-lumpur.htm,ahrefs:purbleplaceonline.com,No,both,html,Yes
blog_comment,https://loveandmarriageblog.com/beach-water-cocktail/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,https://www.lilistravelplans.com/materuni-waterfall-moshi-tanzania/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,https://lovestrategies.com/types-of-guys-who-stay-single/,ahrefs:purbleplaceonline.com,Yes,both,html,Yes
blog_comment,http://blogs.evergreen.edu/morisa24/box-4/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,https://www.fitlivingeats.com/how-to-make-juice-without-a-juicer-3-green-juice-recipes/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,https://www.repeatcrafterme.com/2019/05/crochet-avocado.html,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
profile,https://www.weirdsciencedccomics.com/2022/02/batmancatwoman-10-review.html,ahrefs:purbleplaceonline.com,No,url_field,unknown,No
profile,https://www.itsfilmedthere.com/2019/01/whats-happening.html,ahrefs:purbleplaceonline.com,No,url_field,unknown,No
blog_comment,https://fashionablefoods.com/2014/12/01/2014121make-ahead-monday-shepherds-pie/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,http://www.sixwordstories.net/2009/07/submit-a-story/comment-page-188/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,https://www.mangoandsalt.com/2024/07/11/collection-de-chaussures-barefoot-avis-conseils-2/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
profile,https://www.negociosyemprendimiento.org/2024/12/historia-temu.html?m=0,ahrefs:purbleplaceonline.com,No,url_field,unknown,No
blog_comment,https://everythingboardgames.com/2024/11/exploring-the-world-of-online-board-games.html,ahrefs:purbleplaceonline.com,No,url_field,unknown,Yes
blog_comment,https://pixel77.com/fonts-for-posters/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,https://www.moonsoap.com/hpgen/HPB/entries/8.html,ahrefs:purbleplaceonline.com,No,url_field,unknown,Yes
blog_comment,https://www.yourcupofcake.com/cinnamon-toast-crunch-cupcakes/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,https://exsloth.com/vegan-breakfast-cookies/,ahrefs:purbleplaceonline.com,No,url_field,html,Yes
blog_comment,https://fashionablefoods.com/2014/12/28/creamy-ham-and-pea-pasta/,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
